,Company,Title,Category,Location,Responsibilities,Minimum_Qualifications,Preferred_Qualifications,Country,Responsibilities_clean,Minimum_Qualifications_clean,Preferred_Qualifications_clean
480,Google,"Account Executive, Programmatic (Spanish)",Sales & Account Management,"Mexico City, Mexico","Develop and maintain C-level relationships to serve as a trusted partner with our customers.
Manage strategic account and business planning to define your business strategies and tactics.
Build and maintain a strong knowledge of the Google/DoubleClick suite of solutions. Monitor and become an expert on the market landscape.
Coordinate internal resources across many functional areas.","BA/BS degree or equivalent practical experience.
8 years of experience in advertising sales, marketing, consulting or media.
Experience in technology consulting, data analysis and/or Business Intelligence.
Ability to speak and write in English and Spanish fluently and idiomatically.","Experience building relationships with stakeholders.
Strong familiarity with online media buying and selling processes and a base knowledge of DSPs, SSPs, and Ad Exchange.
Strong ability to navigate ambiguity and manage competing priorities.
Demonstrated strategic and analytical sales approach.
Excellent written and verbal communications skills and the ability to influence others.",Mexico,Develop maintain C-level relationships serve trusted partner customers Manage strategic account business planning define business strategies tactics Build maintain strong knowledge Google/DoubleClick suite solutions Monitor become expert market landscape Coordinate internal resources across many functional areas,BA/BS degree equivalent practical experience 8 years experience advertising sales marketing consulting media Experience technology consulting data analysis and/or Business Intelligence Ability speak write English Spanish fluently idiomatically,Experience building relationships stakeholders Strong familiarity online media buying selling processes base knowledge DSPs SSPs Ad Exchange Strong ability navigate ambiguity manage competing priorities Demonstrated strategic analytical sales approach Excellent written verbal communications skills ability influence others
481,Google,"Deal Manager, Google Cloud",Sales Operations,"Tokyo, Japan","Partner with Field Sales teams early in the business cycle to drive proposal development and shape large, strategic, enterprise agreements.
Project manage the consultation and execution of agreements and coordinate the preparation of responses to Requests for Information/Proposals/Quotations.
Engage directly with enterprise customers to lead commercial and contractual consultations, independently handling objections, socializing customer requests with internal stakeholders, and coordinating approvals.
Build productive relationships and feedback loops with teams to accelerate agreements and drive continuous process improvement and serve as the Commercial Operations business partner to Regional Sales and Sales Operations Management, attending forecast calls, staff meetings and business reviews to keep apprised of priorities.
Introduce prospective customers to cloud concepts, norms and industry standards. Draft term sheets and provide customer facing analysis demonstrating value of the Google solution.","BA/BS degree in Technology, Engineering, Science or Economics, or equivalent practical experience.
8 years of experience leading agreement consultation and management and/or experience in an executive sales role in a technology company
Experience developing agreements, project management and financial modeling.","Experience in project management, with the ability to lead and handle multiple time-sensitive projects.
Experience developing complex agreement structures and using presentation software to facilitate communications with internal and external stakeholders.
Working knowledge of commercial Customer Relationship Manager (CRM) and Enterprise Resource Planning (ERP) systems.
Effective analytical and problem solving skills, with the ability to present analytical findings
Excellent business acumen and effective communication skills, with the ability to comfortably interact with and influence internal and external leadership.
Ability to speak and write in Japanese fluently and idiomatically. Business level communication in English.",Japan,Partner Field Sales teams early business cycle drive proposal development shape large strategic enterprise agreements Project manage consultation execution agreements coordinate preparation responses Requests Information/Proposals/Quotations Engage directly enterprise customers lead commercial contractual consultations independently handling objections socializing customer requests internal stakeholders coordinating approvals Build productive relationships feedback loops teams accelerate agreements drive continuous process improvement serve Commercial Operations business partner Regional Sales Sales Operations Management attending forecast calls staff meetings business reviews keep apprised priorities Introduce prospective customers cloud concepts norms industry standards Draft term sheets provide customer facing analysis demonstrating value Google solution,BA/BS degree Technology Engineering Science Economics equivalent practical experience 8 years experience leading agreement consultation management and/or experience executive sales role technology company Experience developing agreements project management financial modeling,Experience project management ability lead handle multiple time-sensitive projects Experience developing complex agreement structures using presentation software facilitate communications internal external stakeholders Working knowledge commercial Customer Relationship Manager CRM Enterprise Resource Planning ERP systems Effective analytical problem solving skills ability present analytical findings Excellent business acumen effective communication skills ability comfortably interact influence internal external leadership Ability speak write Japanese fluently idiomatically Business level communication English
482,Google,"Strategic Partner Manager (Technical), Channel Sales",Partnerships,"Mountain View, CA, United States","Identify, drive, and optimize business growth flow from new business opportunities by leveraging Google technologies
Manage and maximize customer acquisition and business generation through Google's small and medium sized business channel partners. Implement processes for managing, engaging, and expanding technology partnerships.
Lead cross-functional team with Engineering Sales and Partner Managers toward common goal with specific partners.
Address product related questions and technical challenges and Improve product feature offerings by providing partner feedback to internal cross-functional teams including Product Management and Engineering.
Analyze and optimize the business growth of existing partners.","Bachelor's degree in Computer Science or related technical field or equivalent practical experience.
3 years of experience as a Software engineering, Product management or Technical Program Manager.
2 years of experience with web technologies such as HTTP, HTML, XML, etc.
2 years of experience either building API’s or in managing technical integrations through API’s.","Experience in API/back-end code in one of the following languages: Ruby, Java or Python.
Excellent project management and business negotiation skills.
Effective at managing through influence.
Excellent organizational and analytical skills.
Effective verbal and written communication skills, including presentation writing and delivery.",United States,Identify drive optimize business growth flow new business opportunities leveraging Google technologies Manage maximize customer acquisition business generation Google 's small medium sized business channel partners Implement processes managing engaging expanding technology partnerships Lead cross-functional team Engineering Sales Partner Managers toward common goal specific partners Address product related questions technical challenges Improve product feature offerings providing partner feedback internal cross-functional teams including Product Management Engineering Analyze optimize business growth existing partners,Bachelor 's degree Computer Science related technical field equivalent practical experience 3 years experience Software engineering Product management Technical Program Manager 2 years experience web technologies HTTP HTML XML etc 2 years experience either building API ’ managing technical integrations API ’,Experience API/back-end code one following languages Ruby Java Python Excellent project management business negotiation skills Effective managing influence Excellent organizational analytical skills Effective verbal written communication skills including presentation writing delivery
483,Google,"Account Executive, Waze (Spanish)",Sales & Account Management,"Bogotá, Colombia","Develop and cultivate deep relationships with agency executives and clients.
Lead industry-focused knowledge, go-to-market approach and value proposition.
Generate and grow advertising business across our unique mobile product line.
Identify client business needs and develop a consultative approach in order to substantially grow accounts.","BA/BS degree or equivalent practical experience.
6 years of experience in an advertising business, and/or in a business development or online media environment.
Ability to speak and write in English and Spanish fluently and idiomatically.","Sales experience across a multitude of industry verticals, such as Fuel, Auto, Retail and Finance.
Experience in developing new business and/or in account management within an online advertising agency.
Experience in achieving strategic business goals.",Colombia,Develop cultivate deep relationships agency executives clients Lead industry-focused knowledge go-to-market approach value proposition Generate grow advertising business across unique mobile product line Identify client business needs develop consultative approach order substantially grow accounts,BA/BS degree equivalent practical experience 6 years experience advertising business and/or business development online media environment Ability speak write English Spanish fluently idiomatically,Sales experience across multitude industry verticals Fuel Auto Retail Finance Experience developing new business and/or account management within online advertising agency Experience achieving strategic business goals
484,Google,"Technical Analytics Architect, Google Cloud Online Experience",Marketing & Communications,"Sunnyvale, CA, United States","Work closely with Optimization and Web team members to define Key Performance Indicators (KPIs) and critical measurements and then translate these requirements into analytics tracking.
Work with technical team to ensure accurate and comprehensive web analytics implementation and successful deployment of new solutions.
Identify opportunities for automation and innovation in the area of web analytics implementation, quality assurance testing to validate and debug analytics implementations and web experimentation projects.
Create proper data architecture, data integration, reporting and dashboarding for ETL projects. Work with other teams to integrate online data with other channels, to allow comprehensive business insight across multiple channels.
Support the internal team in the installation, configuration and use of Google Analytics, Google Tag Manager, and other Google products.","BA/BS degree in Computer Science or equivalent practical experience.
5 years of experience in a technical web or technical business analytics role
Experience with SQL-based queries (PHP, MySQL or other), flat-file handling through programmatic code, ETL tools, database or business intelligence experience.
Experience with customized implementation of enterprise web analytics solutions (Google Analytics) and tag management solutions (Google Tag Manager, Tealium, Adobe Activation, Qubit). Experience with the implementation of enterprise experimentation solutions (Google Optimize, Adobe Test & Target, Optimizely, etc).","Experience with measuring and optimizing online advertising, SEO, PPC, social media and/or mobile.
Knowledge of JavaScript visualization libraries, Bootstrap UI library, Google Analytics implementation libraries, APIs and AJAX/REST-based queries.
Demonstrated experience applying data visualization best practices, including experience with data visualization platforms (Data Studio, Tableau).
Ability to communicate with both business and technical counterparts, particularly the skill of expressing in detail the tracking needs to be implemented/developed and the logic behind it.",United States,Work closely Optimization Web team members define Key Performance Indicators KPIs critical measurements translate requirements analytics tracking Work technical team ensure accurate comprehensive web analytics implementation successful deployment new solutions Identify opportunities automation innovation area web analytics implementation quality assurance testing validate debug analytics implementations web experimentation projects Create proper data architecture data integration reporting dashboarding ETL projects Work teams integrate online data channels allow comprehensive business insight across multiple channels Support internal team installation configuration use Google Analytics Google Tag Manager Google products,BA/BS degree Computer Science equivalent practical experience 5 years experience technical web technical business analytics role Experience SQL-based queries PHP MySQL flat-file handling programmatic code ETL tools database business intelligence experience Experience customized implementation enterprise web analytics solutions Google Analytics tag management solutions Google Tag Manager Tealium Adobe Activation Qubit Experience implementation enterprise experimentation solutions Google Optimize Adobe Test Target Optimizely etc,Experience measuring optimizing online advertising SEO PPC social media and/or mobile Knowledge JavaScript visualization libraries Bootstrap UI library Google Analytics implementation libraries APIs AJAX/REST-based queries Demonstrated experience applying data visualization best practices including experience data visualization platforms Data Studio Tableau Ability communicate business technical counterparts particularly skill expressing detail tracking needs implemented/developed logic behind
485,Google,"Google Analytics Solutions, Specialist (Korean)",Sales & Account Management,"Seoul, South Korea","Investigate and track client implementation concerns and collaborate with cross functional team to resolve any Google Analytics implementation issues. support narrative creation
Work collaboratively in a large sales organization to drive market share growth for the product.
Develop strong relationships within all levels of major advertisers, publishers, resellers and agencies to serve as a trusted consultant in order to solidify and grow those partnerships.relevant to Korea market needs
Manage current accounts and consult clients on how best to leverage digital ad platforms with a data-driven approach.
Coordinate internal resources across many functional areas to garner business and fulfill customer needs.","Bachelor's degree or equivalent practical experience.
Experience in data driven marketing and marketing/media performance reports and metrics.
Experience with website analytics and ad technologies spaces and their key players.
Ability to speak and write in Korean and English fluently and idiomatically","Ability to develop and grow senior-level relationships with advertiser, publisher and agency customers.
Knowledge of mobile app analytics, website analytics, advertising analytics and digital ad platforms and established relationships within the digital marketing and analytics industry.
Understanding of the industry's issues, a vision for its growth, and a commitment to advance Google's forward-looking strategies within the marketplace.",South Korea,Investigate track client implementation concerns collaborate cross functional team resolve Google Analytics implementation issues support narrative creation Work collaboratively large sales organization drive market share growth product Develop strong relationships within levels major advertisers publishers resellers agencies serve trusted consultant order solidify grow partnerships.relevant Korea market needs Manage current accounts consult clients best leverage digital ad platforms data-driven approach Coordinate internal resources across many functional areas garner business fulfill customer needs,Bachelor 's degree equivalent practical experience Experience data driven marketing marketing/media performance reports metrics Experience website analytics ad technologies spaces key players Ability speak write Korean English fluently idiomatically,Ability develop grow senior-level relationships advertiser publisher agency customers Knowledge mobile app analytics website analytics advertising analytics digital ad platforms established relationships within digital marketing analytics industry Understanding industry 's issues vision growth commitment advance Google 's forward-looking strategies within marketplace
486,Google,"Deal Manager, Google Cloud",Sales & Account Management,"San Francisco, CA, United States","Partner with Field Sales teams early in the sales cycle to manage proposal development and shape strategic agreements.
Engage directly with business customers to lead commercial and agreement discussions; independently handle objections, socialize customer requests with internal stakeholders and coordinate approvals.
Serve as the Commercial Operations business partner to Regional Sales and Sales Operations Management, attending forecast calls, staff meetings and quarterly business reviews to keep apprised of priorities.
Build productive relationships and feedback loops with Legal, Finance, Sales and Product teams to accelerate agreement closure and drive continuous process improvement.","BA/BS degree in Technology, Engineering, Science or Economics or equivalent practical experience.
8 years of experience in leading agreement discussions, agreement management and/or executive selling within a technology company.
Experience in a Project Management role, developing agreements and financial modeling.
Ability to travel up to 50% of the time.","MBA, Master's, JD or other advanced degree.
Experience developing complex agreement structures and using presentation software to facilitate communication with internal and external stakeholders.
Knowledge of commercial Customer Relationship Manager (CRM) and Enterprise Resource Planning (ERP) systems.
Ability to lead and handle multiple time-sensitive projects.
Effective analytical and problem solving capabilities, with business judgement and the ability to present analysis in a clear and compelling manner.",United States,Partner Field Sales teams early sales cycle manage proposal development shape strategic agreements Engage directly business customers lead commercial agreement discussions independently handle objections socialize customer requests internal stakeholders coordinate approvals Serve Commercial Operations business partner Regional Sales Sales Operations Management attending forecast calls staff meetings quarterly business reviews keep apprised priorities Build productive relationships feedback loops Legal Finance Sales Product teams accelerate agreement closure drive continuous process improvement,BA/BS degree Technology Engineering Science Economics equivalent practical experience 8 years experience leading agreement discussions agreement management and/or executive selling within technology company Experience Project Management role developing agreements financial modeling Ability travel 50 time,MBA Master 's JD advanced degree Experience developing complex agreement structures using presentation software facilitate communication internal external stakeholders Knowledge commercial Customer Relationship Manager CRM Enterprise Resource Planning ERP systems Ability lead handle multiple time-sensitive projects Effective analytical problem solving capabilities business judgement ability present analysis clear compelling manner
487,Google,"Global Technical Alliance Manager, Strategic Consultative Partnerships",Partnerships,"Sunnyvale, CA, United States","Work with Alliance Managers to manage and grow new strategic partnerships, acting as Chief Technical Officer (CTO) of the partnership.
Demonstrate thought leadership and become a trusted technical advisor to our partners.
Develop technical relationships with leaders from partners’ vertical and horizontal practice areas.
Provide architectural advisory support for partners and their customers, including reviewing partners’ solution designs and identifying how to maximizing usage of Google products, independently architecting and documenting new solutions which would meet partners’ business objectives, and working closely with field sales teams to solve partner problems and address detailed questions in active agreements.
Co-develop Go-to-Market offerings with our partners to meet the needs of joint customers.","BS degree in Computer Science or equivalent practical experience.
5 years of experience in enterprise IT, Technology Consulting or Independent Software Vending (ISV) presenting complex technical topics to stakeholders, or equivalent practical experience.
Experience across cloud computing (infrastructure, storage, platforms and data), as well as cloud market, competitive dynamics and customer buying behavior.","Master's degree in Computer Science or equivalent practical experience.
7 years of experience as a Technology Architect in a large consulting firm.
Experience delivering cloud-based solutions for enterprise customers, and experience with distributed systems, infrastructure automation, continuous integration, relational and NoSQL databases, load balancing, storage and high availability.
Experience building a practice area including skill/capability development, definition of offerings and asset development.
Ability to code with Java or Python and leverage cloud-based Big Data platforms and services to solve business analytics problems in the cloud.
Ability to mix technical expertise with simple, everyday language to deliver a story that is memorable and useful.",United States,Work Alliance Managers manage grow new strategic partnerships acting Chief Technical Officer CTO partnership Demonstrate thought leadership become trusted technical advisor partners Develop technical relationships leaders partners ’ vertical horizontal practice areas Provide architectural advisory support partners customers including reviewing partners ’ solution designs identifying maximizing usage Google products independently architecting documenting new solutions would meet partners ’ business objectives working closely field sales teams solve partner problems address detailed questions active agreements Co-develop Go-to-Market offerings partners meet needs joint customers,BS degree Computer Science equivalent practical experience 5 years experience enterprise IT Technology Consulting Independent Software Vending ISV presenting complex technical topics stakeholders equivalent practical experience Experience across cloud computing infrastructure storage platforms data well cloud market competitive dynamics customer buying behavior,Master 's degree Computer Science equivalent practical experience 7 years experience Technology Architect large consulting firm Experience delivering cloud-based solutions enterprise customers experience distributed systems infrastructure automation continuous integration relational NoSQL databases load balancing storage high availability Experience building practice area including skill/capability development definition offerings asset development Ability code Java Python leverage cloud-based Big Data platforms services solve business analytics problems cloud Ability mix technical expertise simple everyday language deliver story memorable useful
488,Google,"Partner Development Manager, Online Partnerships Group (English, Mandarin)",Partnerships,"Beijing, China","Manage a team responsible for acquiring new partners. Actively coach and develop a team on effective outreach and presentations, guide their immediate and long-term development and results.
Drive key outbound partner initiatives and develop business cases to shape the future of businesses.
Develop and manage partner engagement strategy and key C-level executive relationships. Manage client-facing team and cross-functional resources to structure strategic agreements and proposals (including solution development, pricing, rollout and operational implications).
Manage goals and business processes to grow the partner portfolio, including forecasting, pipeline management, and setting goals and incentives to motivate team.
Work collaboratively with other functional teams in Online Partnerships and across Google to deliver long-term value through these partnerships.","BA/BS degree or equivalent practical experience.
Experience in a Strategy Consulting and/or Enterprise-Business Development leadership role.
Ability to speak and write in English and Mandarin fluently and idiomatically.","MBA or advanced professional degree.
Demonstrated ability to lead coach and mentor a sales team.
Existing industry relationships in advertising and media. Knowledge of online advertising growth models and ad technology, including RTB, programmatic, and ad platforms.
Understanding of how the C-suite plans and manages Profit and Loss for their business and how Google platforms can shape their approach to drive sustainable growth at scale.
Strategic thinker, with effective planning, analytical and problem-solving abilities.",China,Manage team responsible acquiring new partners Actively coach develop team effective outreach presentations guide immediate long-term development results Drive key outbound partner initiatives develop business cases shape future businesses Develop manage partner engagement strategy key C-level executive relationships Manage client-facing team cross-functional resources structure strategic agreements proposals including solution development pricing rollout operational implications Manage goals business processes grow partner portfolio including forecasting pipeline management setting goals incentives motivate team Work collaboratively functional teams Online Partnerships across Google deliver long-term value partnerships,BA/BS degree equivalent practical experience Experience Strategy Consulting and/or Enterprise-Business Development leadership role Ability speak write English Mandarin fluently idiomatically,MBA advanced professional degree Demonstrated ability lead coach mentor sales team Existing industry relationships advertising media Knowledge online advertising growth models ad technology including RTB programmatic ad platforms Understanding C-suite plans manages Profit Loss business Google platforms shape approach drive sustainable growth scale Strategic thinker effective planning analytical problem-solving abilities
489,Google,"Quantitative Analyst, Trust and Safety",Product & Customer Support,"Zürich, Switzerland","Work with data sets and solve non-routine analytical challenges, applying analytical methods as required. Conduct end-to-end analysis including: data gathering and requirements specification, processing, analysis, ongoing deliverables and presentations.
Build and prototype analysis pipelines iteratively to provide insights at scale. Develop an understanding of data structures and goals, advocating for changes where needed for both products development and sales activity.
Interact cross-functionally with a wide variety of teams, and work closely with Engineers to identify opportunities for design.
Make business recommendations with effective presentations of findings at multiple levels of stakeholders through visual displays of quantitative information.
Research and develop analysis, forecasting, and optimization methods to improve the quality of Google's user facing products.","Master's degree in a quantitative discipline or equivalent practical experience.
Experience working in data analysis or a related field (e.g statistician/data scientist/computational biologist/bioinformatician).","PhD in a quantitative discipline.
Experience in coding (e.g C/C++, Python, Java), databases and querying (e.g SQL, MySQL, MapReduce, Hadoop) and statistical analysis (e.g., R, Stata, SPSS, SAS).
Experience working with fraud, security and threat analysis in the context of Internet-related products/activities.
Experience translating analysis results into business recommendations.
Proficiency in Machine Learning (e.g tools, prepare training sets, train classifiers, etc).
Ability to draw inferences, quantify uncertainty, risk and recommend actions.",Switzerland,Work data sets solve non-routine analytical challenges applying analytical methods required Conduct end-to-end analysis including data gathering requirements specification processing analysis ongoing deliverables presentations Build prototype analysis pipelines iteratively provide insights scale Develop understanding data structures goals advocating changes needed products development sales activity Interact cross-functionally wide variety teams work closely Engineers identify opportunities design Make business recommendations effective presentations findings multiple levels stakeholders visual displays quantitative information Research develop analysis forecasting optimization methods improve quality Google 's user facing products,Master 's degree quantitative discipline equivalent practical experience Experience working data analysis related field e.g statistician/data scientist/computational biologist/bioinformatician,PhD quantitative discipline Experience coding e.g C/C++ Python Java databases querying e.g SQL MySQL MapReduce Hadoop statistical analysis e.g. R Stata SPSS SAS Experience working fraud security threat analysis context Internet-related products/activities Experience translating analysis results business recommendations Proficiency Machine Learning e.g tools prepare training sets train classifiers etc Ability draw inferences quantify uncertainty risk recommend actions
490,Google,"Google Cloud Customer Engineer Manager, Financial Services",Finance,"New York, NY, United States","Hire, coach and drive a high performance team to deliver against assigned goals while prioritizing an outstanding customer experience to customers and prospects.
Work with the team to ramp up adoption in the late cycle. Create activities (e.g. identifying and handling key customer technical questions and objections) and develop the strategy to resolve technical impediments and scoping out migration workloads.
Take responsibility for technical aspects of solutions to include such activities as managing product and solution briefings, proof-of-concept work, and the coordination of supporting technical resources.
Prepare and deliver product messaging in an effort to highlight Google Cloud Platform value proposition using techniques to include whiteboard and slide presentations, product demonstrations, white papers, trial management and documents.
Make recommendations on integration strategies, enterprise architectures, platforms and application infrastructure required to successfully implement a complete solution providing best practice advice to customers to optimize Google Cloud Platform effectiveness.","Bachelor's degree in Computer Science or equivalent practical experience
10 years of experience serving in the capacity of a technical sales engineer in a cloud computing environment or equivalent experience in a customer facing role (including working as a member of a professional services or systems engineering team)
People management experience, managing a team and attracting and growing talent.
Technical experience with technology and the cloud computing market.","Master's degree in Computer Science and/or a MBA.
Understanding of solution architecture within web and mobile environments and technical experience of web/internet related technologies, architecture across SAAS, PAAS and IAAS and competitive cloud productivity suites.
Ability to effectively present to both technical and non-technical audiences, engaging C-Level in business and technology transformation and ability to quickly learn, understand, and work with new emerging technologies, methodologies, and solutions in the Cloud/IT Technology space.
Proven ability to inspire and grow teams to their full potential particularly in sales environment able to influence cross-functional teams to achieve common business objectives.
Passion for Google Cloud products (G Suite, Google Cloud Platform). Ability to effectively operate with enthusiasm and flexibility in a fast-paced, constantly evolving team environment.
Goal oriented, self-motivated individual who is confident, thorough, and tenacious. Analytical, detail-oriented and able to “zoom” in/out from the big picture to the minutiae. Demonstrated organizational and project management capabilities.",United States,Hire coach drive high performance team deliver assigned goals prioritizing outstanding customer experience customers prospects Work team ramp adoption late cycle Create activities e.g identifying handling key customer technical questions objections develop strategy resolve technical impediments scoping migration workloads Take responsibility technical aspects solutions include activities managing product solution briefings proof-of-concept work coordination supporting technical resources Prepare deliver product messaging effort highlight Google Cloud Platform value proposition using techniques include whiteboard slide presentations product demonstrations white papers trial management documents Make recommendations integration strategies enterprise architectures platforms application infrastructure required successfully implement complete solution providing best practice advice customers optimize Google Cloud Platform effectiveness,Bachelor 's degree Computer Science equivalent practical experience 10 years experience serving capacity technical sales engineer cloud computing environment equivalent experience customer facing role including working member professional services systems engineering team People management experience managing team attracting growing talent Technical experience technology cloud computing market,Master 's degree Computer Science and/or MBA Understanding solution architecture within web mobile environments technical experience web/internet related technologies architecture across SAAS PAAS IAAS competitive cloud productivity suites Ability effectively present technical non-technical audiences engaging C-Level business technology transformation ability quickly learn understand work new emerging technologies methodologies solutions Cloud/IT Technology space Proven ability inspire grow teams full potential particularly sales environment able influence cross-functional teams achieve common business objectives Passion Google Cloud products G Suite Google Cloud Platform Ability effectively operate enthusiasm flexibility fast-paced constantly evolving team environment Goal oriented self-motivated individual confident thorough tenacious Analytical detail-oriented able “ zoom ” in/out big picture minutiae Demonstrated organizational project management capabilities
491,Google,"Field Sales Representative, Google Cloud",Sales Operations,"Portland, OR, United States","Build and maintain executive relationships with customers, influence long-term strategic direction, and act as a trusted advisor.
Lead account strategy in generating and developing business growth opportunities, working collaboratively with Inside Sales Representatives, Customer Engineers, and Google Partners to maximize business results in territory and open up opportunities with large enterprise customers.
Drive business development, forecast accurately and achieve strategic goals by leading customers through the entire business cycle.
Explore and understand complex customer requirements on both a business and technical level; Engage, educate, and ensure satisfaction of the installed base.
Manage multiple opportunities through the entire cycle simultaneously, working with cross-functional teams as necessary, and serve as the primary customer contact for all adoption-related activities.","BA/BS degree or equivalent practical experience.
4 years of experience in Field Sales in the technology industry, selling enterprise software.","4 years of experience selling Platform/Infrastructure-as-a-Service (PaaS/IaaS) with experience working towards strategic business goals in the technology industry.
Experience in Technical and/or Sales Engineering in Computer Science or Information Systems. Experience using CRM systems such as Salesforce.com.
Demonstrated ability to speak credibly about PaaS and IaaS, and perform basic technical qualifications.
Ability to build influential relationships and deliver results in a cross-functional environment.
Ability to effectively operate with flexibility in a fast-paced, dynamic team environment.
Excellent written and verbal communication/presentation, strategic and analytical skills, with the ability to plan, present and execute a territory sales strategy.",United States,Build maintain executive relationships customers influence long-term strategic direction act trusted advisor Lead account strategy generating developing business growth opportunities working collaboratively Inside Sales Representatives Customer Engineers Google Partners maximize business results territory open opportunities large enterprise customers Drive business development forecast accurately achieve strategic goals leading customers entire business cycle Explore understand complex customer requirements business technical level Engage educate ensure satisfaction installed base Manage multiple opportunities entire cycle simultaneously working cross-functional teams necessary serve primary customer contact adoption-related activities,BA/BS degree equivalent practical experience 4 years experience Field Sales technology industry selling enterprise software,4 years experience selling Platform/Infrastructure-as-a-Service PaaS/IaaS experience working towards strategic business goals technology industry Experience Technical and/or Sales Engineering Computer Science Information Systems Experience using CRM systems Salesforce.com Demonstrated ability speak credibly PaaS IaaS perform basic technical qualifications Ability build influential relationships deliver results cross-functional environment Ability effectively operate flexibility fast-paced dynamic team environment Excellent written verbal communication/presentation strategic analytical skills ability plan present execute territory sales strategy
492,Google,Search Specialist (Swedish),Sales & Account Management,"Dublin, Ireland","Optimize the value of client accounts by analyzing and managing their campaign strategy - across both Search and Display - improving campaign performance.
Ensure high performance and measure the impact of the most complex and high value campaigns.
Work with multiple stakeholders to manage the execution of scalable optimization workflows.
Build thorough knowledge of how clients can use Google products to meet their marketing objectives across Google Search, Google Display Network and YouTube.
Be a performance digital consultant for customers. Manage and report on most complex and impactful Search and Display/YouTube campaigns.","BA/BS degree or equivalent practical experience.
Ability to speak and write in English and Swedish fluently and idiomatically.","Relevant experience in creating online marketing and advertising strategies for performance focused clients.
Highly analytical and data driven with project management experience.
Knowledge of Google’s products (Search, Mobile, Google Display Network, YouTube).
Demonstrated ability to influence and create strategic programmes to drive performance (e.g. scalable implementation plans).
Demonstrated ability to influence clients and to build strong client relationships.",Ireland,Optimize value client accounts analyzing managing campaign strategy across Search Display improving campaign performance Ensure high performance measure impact complex high value campaigns Work multiple stakeholders manage execution scalable optimization workflows Build thorough knowledge clients use Google products meet marketing objectives across Google Search Google Display Network YouTube Be performance digital consultant customers Manage report complex impactful Search Display/YouTube campaigns,BA/BS degree equivalent practical experience Ability speak write English Swedish fluently idiomatically,Relevant experience creating online marketing advertising strategies performance focused clients Highly analytical data driven project management experience Knowledge Google ’ products Search Mobile Google Display Network YouTube Demonstrated ability influence create strategic programmes drive performance e.g scalable implementation plans Demonstrated ability influence clients build strong client relationships
493,Google,"Product Specialist, Google Cloud (English)",Sales Operations,"München, Germany","Work as part of the Sales team to identify and qualify Platform opportunities and determine if Google Cloud Platform is right for them. Identify business and technical requirements, conduct full technical discovery and architect client solutions to meet gathered requirements.
Take responsibility for leading the technical project including such activities as technology advocacy, supporting bid responses, product and solution briefings, proof-of-concept work, and the coordination of supporting technical resources.
Prepare and deliver product messaging in an effort to highlight Google Cloud Platform value proposition using techniques to include whiteboard and slide presentations, product demonstrations, white papers, trial management and RFI response documents.
Make recommendations on integration strategies, enterprise architectures, platforms and application infrastructure required to successfully implement a complete solution providing best practice advice to customers to optimize Google Cloud Platform effectiveness.
Travel regularly in EMEA for meetings, technical reviews and onsite delivery activities.","BA/BS degree in Computer Science or a related software engineering field, or equivalent practical experience.
Experience working across cloud computing (infrastructure, storage, platforms and data), as well as cloud market, competitive dynamics and customer buying behavior.
Experience in data and Information Lifecycle Management relating to SAP portfolio and technologies.
Ability to speak and write in English fluently and idiomatically.","Master's degree in Computer Science or other relevant technical field.
Experience with Big Data, Platform-as-a-Service (PaaS) and Infrastructure-as-a-Service (IaaS) technologies.
Experience serving as Customer Service Operative or Technical Sales Engineer in a cloud computing environment or equivalent experience in a customer facing role (including working as a member of a professional services or systems engineering team).
Experience and knowledge of SAP technologies (SAP Business Suite, S/4HANA, SAP Business Warehouse, SAP Hybris, SAP Business Objects, Sybase, Leonardo suite etc.) and their architecture and infrastructure needs.
Experience with SAP HANA, including sizing, disaster recovery, multi tenancy concepts, scale-out architectures and data tiering.
Understanding of SAP cloud offerings with focus on HEC and SAP Cloud Platform. Ability to quickly learn, understand and work with new emerging technologies, methodologies, and solutions in the cloud technology space.",Germany,Work part Sales team identify qualify Platform opportunities determine Google Cloud Platform right Identify business technical requirements conduct full technical discovery architect client solutions meet gathered requirements Take responsibility leading technical project including activities technology advocacy supporting bid responses product solution briefings proof-of-concept work coordination supporting technical resources Prepare deliver product messaging effort highlight Google Cloud Platform value proposition using techniques include whiteboard slide presentations product demonstrations white papers trial management RFI response documents Make recommendations integration strategies enterprise architectures platforms application infrastructure required successfully implement complete solution providing best practice advice customers optimize Google Cloud Platform effectiveness Travel regularly EMEA meetings technical reviews onsite delivery activities,BA/BS degree Computer Science related software engineering field equivalent practical experience Experience working across cloud computing infrastructure storage platforms data well cloud market competitive dynamics customer buying behavior Experience data Information Lifecycle Management relating SAP portfolio technologies Ability speak write English fluently idiomatically,Master 's degree Computer Science relevant technical field Experience Big Data Platform-as-a-Service PaaS Infrastructure-as-a-Service IaaS technologies Experience serving Customer Service Operative Technical Sales Engineer cloud computing environment equivalent experience customer facing role including working member professional services systems engineering team Experience knowledge SAP technologies SAP Business Suite S/4HANA SAP Business Warehouse SAP Hybris SAP Business Objects Sybase Leonardo suite etc architecture infrastructure needs Experience SAP HANA including sizing disaster recovery multi tenancy concepts scale-out architectures data tiering Understanding SAP cloud offerings focus HEC SAP Cloud Platform Ability quickly learn understand work new emerging technologies methodologies solutions cloud technology space
